"jname","ndup","ra","dec","file","root","nGr","Grating","grade","zfit","z","comment","References","nRef","sn50","wmin","wmax","Lya","Ha","OIII","L_Ha","L_OIII","HST","NIRCam","slit","FITS","Fnu","Flam"
"j021758.69m050927.79","1","34.49455","-5.15772","glazebrook-v2_prism-clear_2565_35191.spec.fits","glazebrook-v2","0","","1","1.4171","1.4171","","-","0","3.14","2.58","5.28","","","","","","","","","FITS   zfit   spl","",""
"j021752.33m050923.90","1","34.46805","-5.15664","glazebrook-v2_prism-clear_2565_35490.spec.fits","glazebrook-v2","0","","1","0.2156","0.2157","","-","0","1.33","0.61","5.28","","3.2","","39.03","","","","","FITS   zfit   spl","",""
"j021759.45m050920.38","1","34.49771","-5.15566","glazebrook-v2_prism-clear_2565_35624.spec.fits","glazebrook-v2","0","","1","0.7454","0.7454","","-","0","0.23","0.61","5.28","","","3","","40.34","","","","FITS   zfit   spl","",""
"j021754.12m050922.39","1","34.47549","-5.15622","glazebrook-v2_prism-clear_2565_35629.spec.fits","glazebrook-v2","0","","1","1.2337","1.2337","","-","0","0.66","0.61","5.28","","2.2","3","40.54","40.75","","","","FITS   zfit   spl","",""
"j021755.45m050921.24","1","34.48105","-5.1559","glazebrook-v2_prism-clear_2565_35736.spec.fits","glazebrook-v2","0","","3","1.4657","1.4657","Redshifts match v1 grade=3","-","0","4.01","0.61","5.28","","5.3","7.7","41.12","41.36","","","","FITS   zfit   spl","",""
"j021756.46m050921.06","1","34.48526","-5.15585","glazebrook-v2_prism-clear_2565_35746.spec.fits","glazebrook-v2","0","","3","2.5887","2.5887","","-","0","4.81","0.61","5.28","","15.9","13.3","41.93","42.14","","","","FITS   zfit   spl","",""
"j021758.56m050921.78","1","34.494","-5.15605","glazebrook-v2_prism-clear_2565_35910.spec.fits","glazebrook-v2","0","","1","0.4573","0.4573","","-","0","1","1.79","5.28","","","","","","","","","FITS   zfit   spl","",""
"j021754.35m050916.27","1","34.47647","-5.15452","glazebrook-v2_prism-clear_2565_36118.spec.fits","glazebrook-v2","0","","3","1.0153","1.0153","Redshifts match v1 grade=3","-","0","5.17","0.61","5.28","","4.6","1.8","40.58","40.25","","","","FITS   zfit   spl","",""
"j021756.07m050913.03","1","34.48363","-5.15362","glazebrook-v2_prism-clear_2565_36143.spec.fits","glazebrook-v2","0","","1","0.0635","0.0635","","-","0","0.63","0.61","5.28","","3.6","","37.79","","","","","FITS   zfit   spl","",""
"j021719.43m051634.35","1","34.330975","-5.276208","glazebrook-v2_prism-clear_2565_365.spec.fits","glazebrook-v2","0","","1","3.558","3.558","","-","0","0.54","0.61","5.28","","2.7","1.3","41.04","41.02","","","","FITS   zfit   spl","",""
"j021755.99m050905.80","1","34.48329","-5.15161","glazebrook-v2_prism-clear_2565_36933.spec.fits","glazebrook-v2","0","","1","1.8898","1.8898","","-","0","1.37","0.61","5.28","","2.7","-0.3","40.92","","","","","FITS   zfit   spl","",""
"j021804.86m050902.92","1","34.52027","-5.15081","glazebrook-v2_prism-clear_2565_37154.spec.fits","glazebrook-v2","0","","3","2.7146","2.7146","Redshifts match v1 grade=3","-","0","5.75","0.61","5.28","","14.2","8.8","41.76","41.83","","","","FITS   zfit   spl","",""
"j021755.87m050858.06","1","34.48279","-5.14946","glazebrook-v2_prism-clear_2565_37502.spec.fits","glazebrook-v2","0","","3","3.9827","3.9827","Redshifts match v1 grade=3","-","0","1.53","0.61","5.28","","29","43.6","42.41","42.83","","","","FITS   zfit   spl","",""
"j021804.79m050857.95","1","34.51996","-5.14943","glazebrook-v2_prism-clear_2565_37525.spec.fits","glazebrook-v2","0","","3","1.8229","1.8229","Redshifts match v1 grade=3","-","0","4.85","0.61","5.28","","4.3","7.3","40.93","41.34","","","","FITS   zfit   spl","",""
"j021753.69m050855.86","1","34.47372","-5.14885","glazebrook-v2_prism-clear_2565_37706.spec.fits","glazebrook-v2","0","","3","2.0879","2.0879","Redshifts match v1 grade=3","-","0","1.41","0.61","5.28","","3.4","5","40.96","41.34","","","","FITS   zfit   spl","",""
"j021805.26m050855.46","1","34.5219","-5.14874","glazebrook-v2_prism-clear_2565_37826.spec.fits","glazebrook-v2","0","","3","0.9126","0.9126","Redshifts match v1 grade=3","-","0","35.88","0.61","5.28","","12.5","12.1","41.34","41.33","","","","FITS   zfit   spl","",""
"j021806.02m050852.84","1","34.52508","-5.14801","glazebrook-v2_prism-clear_2565_37943.spec.fits","glazebrook-v2","0","","3","1.52","1.52","Redshifts match v1 grade=3","-","0","1.43","0.61","5.28","","8.5","17.1","41.26","41.78","","","","FITS   zfit   spl","",""
"j021755.98m050845.89","1","34.48323","-5.14608","glazebrook-v2_prism-clear_2565_38523.spec.fits","glazebrook-v2","0","","3","2.3344","2.3344","Redshifts match v1 grade=3","-","0","7.65","0.61","5.28","","24.9","21.1","41.97","42.06","","","","FITS   zfit   spl","",""
"j021810.13m050844.16","1","34.54221","-5.1456","glazebrook-v2_prism-clear_2565_38636.spec.fits","glazebrook-v2","0","","3","3.1354","3.1354","Redshifts match v1 grade=3","-","0","5.98","0.61","5.28","","40.1","50.1","42.44","42.86","","","","FITS   zfit   spl","",""
"j021706.51m051548.51","1","34.277125","-5.263475","glazebrook-v2_prism-clear_2565_3886.spec.fits","glazebrook-v2","0","","3","2.4583","2.4583","Redshifts match v1 grade=3","-","0","3.22","0.61","5.28","","5.8","3.8","41.24","41.28","","","","FITS   zfit   spl","",""
"j021808.04m050841.17","1","34.5335","-5.14477","glazebrook-v2_prism-clear_2565_38959.spec.fits","glazebrook-v2","0","","3","1.2668","1.2668","Redshifts match v1 grade=3","-","0","9.32","0.61","5.28","","16.3","28.1","41.79","42.17","","","","FITS   zfit   spl","",""
"j021712.78m051548.40","1","34.303257","-5.263444","glazebrook-v2_prism-clear_2565_3904.spec.fits","glazebrook-v2","0","","3","1.5185","1.5185","Redshifts match v1 grade=3","-","0","4.61","0.61","5.28","","0.1","2.4","41.07","40.74","","","","FITS   zfit   spl","",""
"j021806.30m050837.57","1","34.526229","-5.143769","glazebrook-v2_prism-clear_2565_39102.spec.fits","glazebrook-v2","0","","3","3.5973","3.5973","Redshifts match v1 grade=3","CSc18  z=3.398","1","4.95","0.61","5.28","","24.7","1.7","42.33","41.34","","","","FITS   zfit   spl","",""
"j021806.73m050835.16","1","34.52806","-5.1431","glazebrook-v2_prism-clear_2565_39303.spec.fits","glazebrook-v2","0","","3","2.8083","2.8083","Redshifts match v1 grade=3","-","0","3.84","0.61","5.28","","12.8","12","41.72","41.94","","","","FITS   zfit   spl","",""
"j021704.42m051547.49","3","34.268404","-5.263199","glazebrook-v2_prism-clear_2565_3969.spec.fits","glazebrook-v2","0","","3","3.7369","3.7369","Redshifts match v1 grade=3","-","0","5.98","0.61","5.28","","19.3","7","42.24","41.99","","","","FITS   zfit   spl","",""
"j021804.98m050828.64","1","34.52076","-5.14129","glazebrook-v2_prism-clear_2565_39795.spec.fits","glazebrook-v2","0","","2","0.7001","0.7001","","-","0","6.21","0.61","5.28","","0.1","0.1","38.68","38.81","","","","FITS   zfit   spl","",""
"j021800.00m050822.63","1","34.5","-5.13962","glazebrook-v2_prism-clear_2565_40092.spec.fits","glazebrook-v2","0","","1","1.6855","1.6855","","-","0","1.29","0.67","5.28","","-0.8","-0.2","","","","","","FITS   zfit   spl","",""
"j021759.31m050821.44","1","34.49714","-5.13929","glazebrook-v2_prism-clear_2565_40395.spec.fits","glazebrook-v2","0","","3","2.2136","2.2136","Redshifts match v1 grade=3","-","0","14.33","0.61","5.28","","25.5","12.6","42.28","42.1","","","","FITS   zfit   spl","",""
"j021801.48m050818.89","1","34.50618","-5.13858","glazebrook-v2_prism-clear_2565_40552.spec.fits","glazebrook-v2","0","","1","0.1061","0.1061","","-","0","1.48","0.61","5.28","","2.5","","38.31","","","","","FITS   zfit   spl","",""
"j021801.29m050811.65","1","34.50538","-5.13657","glazebrook-v2_prism-clear_2565_41223.spec.fits","glazebrook-v2","0","","2","3.299","3.299","","-","0","3.97","2.56","5.28","","11.7","","41.7","","","","","FITS   zfit   spl","",""
"j021806.39m050809.82","1","34.52662","-5.13606","glazebrook-v2_prism-clear_2565_41232.spec.fits","glazebrook-v2","0","","3","3.1135","3.1135","Redshifts match v1 grade=3","CSc18  z=2.981","1","54.18","0.61","5.28","","7.6","4.5","42.2","42.19","","","","FITS   zfit   spl","",""
"j021807.05m050810.82","1","34.52936","-5.13634","glazebrook-v2_prism-clear_2565_41279.spec.fits","glazebrook-v2","0","","3","1.8238","1.8238","Redshifts match v1 grade=3","-","0","3.73","0.61","5.28","","3.1","3.3","40.95","41.14","","","","FITS   zfit   spl","",""
"j021800.05m050810.32","1","34.50019","-5.1362","glazebrook-v2_prism-clear_2565_41301.spec.fits","glazebrook-v2","0","","3","1.8181","1.8181","Redshifts match v1 grade=3","-","0","5.8","0.61","5.28","","6","2.9","41.21","41.04","","","","FITS   zfit   spl","",""
"j021759.02m050807.84","1","34.49592","-5.13551","glazebrook-v2_prism-clear_2565_41452.spec.fits","glazebrook-v2","0","","1","1.3876","1.3876","","-","0","1.7","0.61","5.28","","1.2","-1.5","40.47","","","","","FITS   zfit   spl","",""
"j021711.47m051544.41","1","34.297805","-5.262335","glazebrook-v2_prism-clear_2565_4161.spec.fits","glazebrook-v2","0","","3","3.7979","3.7979","Redshifts match v1 grade=3","-","0","3.55","1.08","5.28","","12.9","12.9","41.96","42.23","","","","FITS   zfit   spl","",""
"j021801.59m050800.53","1","34.50662","-5.13348","glazebrook-v2_prism-clear_2565_42072.spec.fits","glazebrook-v2","0","","1","1.0571","1.0571","","-","0","1.72","2.41","5.28","","","","","","","","","FITS   zfit   spl","",""
"j021801.15m050800.13","1","34.50479","-5.13337","glazebrook-v2_prism-clear_2565_42111.spec.fits","glazebrook-v2","0","","1","2.7954","2.7954","","-","0","1.15","1.3","5.28","","3.9","3.9","41.27","41.51","","","","FITS   zfit   spl","",""
"j021803.59m050759.30","1","34.51497","-5.13314","glazebrook-v2_prism-clear_2565_42180.spec.fits","glazebrook-v2","0","","3","4.4514","4.4514","Redshifts match v1 grade=3","-","0","4.56","0.61","5.28","-2","25.5","","42.31","42.58","","","","FITS   zfit   spl","",""
"j021709.70m051543.45","1","34.290455","-5.262115","glazebrook-v2_prism-clear_2565_4232.spec.fits","glazebrook-v2","0","","3","3.6921","3.6921","Redshifts match v1 grade=3","CSc18  z=3.473","1","13.24","0.61","5.28","","1.6","0","41.03","39.43","","","","FITS   zfit   spl","",""
"j021758.31m050755.38","1","34.49295","-5.13205","glazebrook-v2_prism-clear_2565_42446.spec.fits","glazebrook-v2","0","","2","1.8676","1.8676","","-","0","1.45","0.61","5.28","","4.2","-0.2","40.94","","","","","FITS   zfit   spl","",""
"j021803.95m050749.94","1","34.51646","-5.13054","glazebrook-v2_prism-clear_2565_42677.spec.fits","glazebrook-v2","0","","1","0.4039","0.4039","","-","0","2.95","0.61","5.28","","2.6","-0.8","39.6","","","","","FITS   zfit   spl","",""
"j021802.76m050745.12","1","34.51151","-5.1292","glazebrook-v2_prism-clear_2565_43164.spec.fits","glazebrook-v2","0","","2","0.7716","0.7716","","-","0","2.3","0.61","5.28","","0","4.3","44.89","40.59","","","","FITS   zfit   spl","",""
"j021757.53m050738.06","1","34.48971","-5.12724","glazebrook-v2_prism-clear_2565_43501.spec.fits","glazebrook-v2","0","","3","3.6024","3.6024","Redshifts match v1 grade=3","-","0","1.06","0.61","5.28","","20.9","28.5","42.03","42.45","","","","FITS   zfit   spl","",""
"j021704.70m051541.63","1","34.269596","-5.261564","glazebrook-v2_prism-clear_2565_4373.spec.fits","glazebrook-v2","0","","3","2.548","2.548","Redshifts match v1 grade=3","-","0","5.85","0.61","5.28","","12.8","6.4","41.73","41.7","","","","FITS   zfit   spl","",""
"j021800.92m050734.90","1","34.50382","-5.12636","glazebrook-v2_prism-clear_2565_43921.spec.fits","glazebrook-v2","0","","3","3.2269","3.2269","Redshifts match v1 grade=3","-","0","3.66","0.61","5.28","","9.5","8.9","41.71","41.97","","","","FITS   zfit   spl","",""
"j021758.11m050724.06","1","34.49213","-5.12335","glazebrook-v2_prism-clear_2565_43991.spec.fits","glazebrook-v2","0","","2","0.0447","0.0447","","-","0","4.67","0.61","5.28","","-0.6","","","","","","","FITS   zfit   spl","",""
"j021757.52m050730.18","1","34.48968","-5.12505","glazebrook-v2_prism-clear_2565_44015.spec.fits","glazebrook-v2","0","","3","2.2966","2.2966","Redshifts match v1 grade=3","-","0","1.28","0.61","5.28","","8.3","10.2","41.51","41.86","","","","FITS   zfit   spl","",""
"j021721.46m051540.67","1","34.339423","-5.261297","glazebrook-v2_prism-clear_2565_4485.spec.fits","glazebrook-v2","0","","3","1.7776","1.7776","Redshifts match v1 grade=3","-","0","3.74","0.61","5.28","","8.7","10.3","41.49","41.7","","","","FITS   zfit   spl","",""
"j021708.40m051540.27","1","34.285004","-5.261187","glazebrook-v2_prism-clear_2565_4489.spec.fits","glazebrook-v2","0","","3","3.8133","3.8133","Redshifts match v1 grade=3","-","0","0.65","0.61","5.28","","9.3","12.2","41.59","41.98","","","","FITS   zfit   spl","",""
"j021706.44m051539.61","1","34.276833","-5.261002","glazebrook-v2_prism-clear_2565_4549.spec.fits","glazebrook-v2","0","","1","1.9552","1.9552","","-","0","0.58","0.61","5.28","","0.2","1.8","39.62","40.79","","","","FITS   zfit   spl","",""
"j021711.11m051536.78","1","34.296275","-5.260218","glazebrook-v2_prism-clear_2565_4792.spec.fits","glazebrook-v2","0","","1","0.1912","0.1912","","-","0","1.04","0.61","5.28","","0.2","","37.72","","","","","FITS   zfit   spl","",""
"j021709.51m051537.40","1","34.289634","-5.26039","glazebrook-v2_prism-clear_2565_4875.spec.fits","glazebrook-v2","0","","3","2.1673","2.1673","Redshifts match v1 grade=3","-","0","3.24","0.61","5.28","","7.1","9.5","41.54","41.85","","","","FITS   zfit   spl","",""
"j021709.69m051534.47","1","34.290395","-5.259576","glazebrook-v2_prism-clear_2565_5049.spec.fits","glazebrook-v2","0","","3","3.1874","3.1874","","-","0","1.84","0.61","5.28","","6.3","2.9","41.55","41.54","","","","FITS   zfit   spl","",""
"j021707.06m051534.37","1","34.279397","-5.259547","glazebrook-v2_prism-clear_2565_5163.spec.fits","glazebrook-v2","0","","3","2.161","2.161","Redshifts match v1 grade=3","-","0","13.58","0.61","5.28","","21.6","6.7","42.35","41.99","","","","FITS   zfit   spl","",""
"j021708.00m051532.02","1","34.283338","-5.258894","glazebrook-v2_prism-clear_2565_5212.spec.fits","glazebrook-v2","0","","1","0.4426","0.4426","","-","0","0.08","0.61","5.28","","1.2","2.7","39.23","39.63","","","","FITS   zfit   spl","",""
"j021713.01m051530.93","1","34.3042","-5.258592","glazebrook-v2_prism-clear_2565_5300.spec.fits","glazebrook-v2","0","","1","2.6371","2.6371","","-","0","1.1","0.61","5.28","","","","","","","","","FITS   zfit   spl","",""
"j021704.13m051529.63","1","34.267224","-5.258231","glazebrook-v2_prism-clear_2565_5535.spec.fits","glazebrook-v2","0","","3","0.8083","0.8083","Redshifts match v1 grade=3","-","0","11.7","0.62","5.28","","27.9","35.4","41.52","41.79","","","","FITS   zfit   spl","",""
"j021722.17m051527.18","1","34.342396","-5.257549","glazebrook-v2_prism-clear_2565_5613.spec.fits","glazebrook-v2","0","","1","0.9913","0.9913","","-","0","2.17","0.61","5.28","","2","0.8","40.29","39.96","","","","FITS   zfit   spl","",""
"j021707.15m051527.15","1","34.279782","-5.257541","glazebrook-v2_prism-clear_2565_5621.spec.fits","glazebrook-v2","0","","1","1.4178","1.4179","","-","0","1.06","0.61","5.28","","1.6","1.7","40.59","40.69","","","","FITS   zfit   spl","",""
"j021708.29m051526.29","1","34.284533","-5.257303","glazebrook-v2_prism-clear_2565_5691.spec.fits","glazebrook-v2","0","","3","1.6218","1.6218","","-","0","1.2","0.61","5.28","","4.6","6.1","41.14","41.43","","","","FITS   zfit   spl","",""
"j021716.81m051631.19","1","34.320058","-5.275329","glazebrook-v2_prism-clear_2565_579.spec.fits","glazebrook-v2","0","","3","2.0623","2.0623","Redshifts match v1 grade=3","-","0","2.52","0.61","5.28","","4.1","4","41.29","41.5","","","","FITS   zfit   spl","",""
"j021707.17m051523.36","1","34.279868","-5.25649","glazebrook-v2_prism-clear_2565_6090.spec.fits","glazebrook-v2","0","","3","0.349","0.349","Redshifts match v1 grade=3","-","0","6.13","0.61","5.28","","6","2.7","40","39.71","","","","FITS   zfit   spl","",""
"j021722.52m051521.15","1","34.343835","-5.255874","glazebrook-v2_prism-clear_2565_6127.spec.fits","glazebrook-v2","0","","3","1.43","1.43","Redshifts match v1 grade=3","-","0","2.31","0.61","5.28","","6.1","14","41.09","41.52","","","","FITS   zfit   spl","",""
"j021704.48m051521.08","1","34.268662","-5.255855","glazebrook-v2_prism-clear_2565_6174.spec.fits","glazebrook-v2","0","","3","3.1849","3.1849","Redshifts match v1 grade=3","-","0","5.23","0.61","5.28","","23.4","23.7","42.22","42.52","","","","FITS   zfit   spl","",""
"j021711.04m051520.47","1","34.295993","-5.255686","glazebrook-v2_prism-clear_2565_6183.spec.fits","glazebrook-v2","0","","3","1.3785","1.3785","Redshifts match v1 grade=3","-","0","3.55","0.61","5.28","","5.2","9.4","41.07","41.37","","","","FITS   zfit   spl","",""
"j021718.17m051519.90","1","34.325696","-5.255527","glazebrook-v2_prism-clear_2565_6223.spec.fits","glazebrook-v2","0","","3","3.665","3.665","Redshifts match v1 grade=3","-","0","1.97","0.61","5.28","","6.7","5.9","41.5","41.76","","","","FITS   zfit   spl","",""
"j021703.78m051518.29","1","34.265764","-5.25508","glazebrook-v2_prism-clear_2565_6368.spec.fits","glazebrook-v2","0","","1","1.166","1.166","","-","0","1.29","0.61","5.28","","2.4","2.7","40.54","40.68","","","","FITS   zfit   spl","",""
"j021722.44m051516.40","1","34.343483","-5.254554","glazebrook-v2_prism-clear_2565_6533.spec.fits","glazebrook-v2","0","","1","1.0511","1.0511","","-","0","0.99","0.61","5.28","","0.4","-0.9","39.73","","","","","FITS   zfit   spl","",""
"j021714.19m051629.90","1","34.309137","-5.274971","glazebrook-v2_prism-clear_2565_660.spec.fits","glazebrook-v2","0","","1","2.3141","2.3141","","-","0","1.48","0.61","5.28","","2.2","-0.3","40.83","","","","","FITS   zfit   spl","",""
"j021720.36m051514.24","1","34.33482","-5.253955","glazebrook-v2_prism-clear_2565_6720.spec.fits","glazebrook-v2","0","","3","3.41","3.41","Redshifts match v1 grade=3","-","0","5.66","0.61","5.28","","32.9","43.9","42.36","42.8","","","","FITS   zfit   spl","",""
"j021704.77m051513.84","1","34.269867","-5.253844","glazebrook-v2_prism-clear_2565_6752.spec.fits","glazebrook-v2","0","","3","2.6685","2.6685","Redshifts match v1 grade=3","-","0","0.39","0.61","5.28","","5.3","6.9","41.18","41.55","","","","FITS   zfit   spl","",""
"j021719.25m051511.98","1","34.330228","-5.253327","glazebrook-v2_prism-clear_2565_6891.spec.fits","glazebrook-v2","0","","3","1.6609","1.6609","Redshifts match v1 grade=3","-","0","0.23","0.62","5.28","","9.2","11.5","41.4","41.64","","","","FITS   zfit   spl","",""
"j021709.15m051512.07","3","34.288125","-5.253363","glazebrook-v2_prism-clear_2565_6927.spec.fits","glazebrook-v2","0","","3","1.767","1.767","Redshifts match v1 grade=3","-","0","1.4","0.61","5.28","","6.8","12.8","41.38","41.81","","","","FITS   zfit   spl","",""
"j021709.46m051511.48","1","34.289404","-5.253188","glazebrook-v2_prism-clear_2565_6942.spec.fits","glazebrook-v2","0","","1","1.9918","1.9918","","-","0","0.31","0.61","5.28","","2","2.8","40.88","41.08","","","","FITS   zfit   spl","",""
"j021710.34m051509.55","1","34.2931","-5.252651","glazebrook-v2_prism-clear_2565_7070.spec.fits","glazebrook-v2","0","","1","2.4878","2.4878","","-","0","1.13","0.61","5.28","","1.7","1.1","40.73","40.84","","","","FITS   zfit   spl","",""
"j021724.09m051507.91","1","34.350383","-5.252197","glazebrook-v2_prism-clear_2565_7195.spec.fits","glazebrook-v2","0","","3","3.324","3.324","Redshifts match v1 grade=3","-","0","1.27","0.61","5.28","","5.4","4.6","41.29","41.55","","","","FITS   zfit   spl","",""
"j021719.35m051508.57","1","34.330641","-5.252381","glazebrook-v2_prism-clear_2565_7237.spec.fits","glazebrook-v2","0","","3","2.2893","2.2893","Redshifts match v1 grade=3","-","0","3.09","0.61","5.28","","10.5","16","41.43","41.86","","","","FITS   zfit   spl","",""
"j021707.34m051504.96","1","34.280596","-5.251378","glazebrook-v2_prism-clear_2565_7444.spec.fits","glazebrook-v2","0","","1","1.2155","1.2155","","-","0","1.09","0.61","5.28","","1.2","0.1","40.16","39.24","","","","FITS   zfit   spl","",""
"j021705.52m051500.64","1","34.273","-5.250179","glazebrook-v2_prism-clear_2565_7771.spec.fits","glazebrook-v2","0","","3","3.7969","3.7969","Redshifts match v1 grade=3","-","0","1","0.61","5.28","","7.5","10.5","41.46","41.91","","","","FITS   zfit   spl","",""
"j021705.92m051459.00","1","34.274654","-5.249722","glazebrook-v2_prism-clear_2565_7892.spec.fits","glazebrook-v2","0","","1","1.1374","1.1374","","-","0","0.9","0.61","5.28","","1.6","0.3","40.11","39.51","","","","FITS   zfit   spl","",""
"j021706.25m051458.29","1","34.276058","-5.249524","glazebrook-v2_prism-clear_2565_7941.spec.fits","glazebrook-v2","0","","0","5.8413","5.8413","","-","0","0.96","0.61","5.28","1.2","-0.4","","","42.57","","","","FITS   zfit   spl","",""
"j021700.55m051458.27","1","34.252288","-5.249519","glazebrook-v2_prism-clear_2565_7971.spec.fits","glazebrook-v2","0","","3","3.7907","3.7907","Redshifts match v1 grade=3","-","0","1.61","2.2","5.28","","8.4","7.1","41.71","41.9","","","","FITS   zfit   spl","",""
"j021709.98m051457.80","1","34.291585","-5.249389","glazebrook-v2_prism-clear_2565_7985.spec.fits","glazebrook-v2","0","","1","1.6143","1.6142","","-","0","1.25","0.61","5.28","","-0.6","2","","40.78","","","","FITS   zfit   spl","",""
"j021718.39m051629.17","1","34.326608","-5.274771","glazebrook-v2_prism-clear_2565_800.spec.fits","glazebrook-v2","0","","3","1.8702","1.8702","Redshifts match v1 grade=3","-","0","27.65","0.61","5.28","","25.2","3.2","42.24","41.29","","","","FITS   zfit   spl","",""
"j021707.06m051457.04","1","34.279429","-5.249177","glazebrook-v2_prism-clear_2565_8032.spec.fits","glazebrook-v2","0","","1","0.1888","0.1888","","-","0","5.78","0.61","5.28","","0.9","","38.46","","","","","FITS   zfit   spl","",""
"j021707.35m051501.13","1","34.280607","-5.250314","glazebrook-v2_prism-clear_2565_8066.spec.fits","glazebrook-v2","0","","3","1.6551","1.6551","Redshifts match v1 grade=3","-","0","12.66","0.61","5.28","","12.1","9.9","41.78","41.83","","","","FITS   zfit   spl","",""
"j021707.80m051459.62","1","34.282511","-5.249896","glazebrook-v2_prism-clear_2565_8067.spec.fits","glazebrook-v2","0","","3","1.4716","1.4716","Redshifts match v1 grade=3","-","0","65.54","0.61","5.28","","-0.1","-1.6","","","","","","FITS   zfit   spl","",""
"j021659.21m051456.54","1","34.2467","-5.249039","glazebrook-v2_prism-clear_2565_8071.spec.fits","glazebrook-v2","0","","1","5.4307","5.4307","","-","0","-0.19","0.61","5.28","-2.1","3.9","","41.63","","","","","FITS   zfit   spl","",""
"j021719.73m051455.30","1","34.332192","-5.248696","glazebrook-v2_prism-clear_2565_8321.spec.fits","glazebrook-v2","0","","3","2.9911","2.9911","Redshifts match v1 grade=3","-","0","8.78","0.61","5.28","","28.4","8.5","42.57","42.17","","","","FITS   zfit   spl","",""
"j021659.14m051451.46","1","34.246399","-5.247629","glazebrook-v2_prism-clear_2565_8458.spec.fits","glazebrook-v2","0","","3","3.8013","3.8013","Redshifts match v1 grade=3","-","0","3.49","0.61","5.28","","28.1","27.9","42.43","42.62","","","","FITS   zfit   spl","",""
"j021707.44m051450.64","1","34.281017","-5.247399","glazebrook-v2_prism-clear_2565_8632.spec.fits","glazebrook-v2","0","","3","0.5371","0.5371","Redshifts match v1 grade=3; Redshifts match v1 grade=3; Redshifts match v1 grade=3","-","0","7.72","0.61","5.28","","4","1.9","40.2","39.87","","","","FITS   zfit   spl","",""
"j021707.98m051448.72","1","34.283268","-5.246868","glazebrook-v2_prism-clear_2565_8715.spec.fits","glazebrook-v2","0","","1","2.8496","2.8496","","-","0","2.77","0.61","5.28","","2.4","2.1","41.15","41.31","","","","FITS   zfit   spl","",""
"j021719.48m051447.13","1","34.331158","-5.246424","glazebrook-v2_prism-clear_2565_8807.spec.fits","glazebrook-v2","0","","3","1.9602","1.9602","Redshifts match v1 grade=3","-","0","0.73","0.61","5.28","","2.1","0.1","40.65","39.68","","","","FITS   zfit   spl","",""
"j021709.65m051446.03","1","34.290194","-5.246119","glazebrook-v2_prism-clear_2565_8901.spec.fits","glazebrook-v2","0","","1","1.4674","1.4674","","-","0","0.6","0.61","5.28","","2.5","4.2","40.45","41.08","","","","FITS   zfit   spl","",""
"j021700.96m051444.77","1","34.253996","-5.245769","glazebrook-v2_prism-clear_2565_8998.spec.fits","glazebrook-v2","0","","1","7.1856","7.1856","","-","0","0.35","2.06","5.28","","","","","41.96","","","","FITS   zfit   spl","",""
"j021701.95m051442.44","1","34.258145","-5.245122","glazebrook-v2_prism-clear_2565_9199.spec.fits","glazebrook-v2","0","","3","3.1794","3.1794","Redshifts match v1 grade=3","-","0","2.62","0.61","5.27","","","","","","","","","FITS   zfit   spl","",""
"j021701.47m051441.15","1","34.256133","-5.244763","glazebrook-v2_prism-clear_2565_9293.spec.fits","glazebrook-v2","0","","1","1.8388","1.8388","","-","0","0.77","2.86","5.28","","","","","","","","","FITS   zfit   spl","",""
"j021719.60m051443.10","1","34.331678","-5.245305","glazebrook-v2_prism-clear_2565_9367.spec.fits","glazebrook-v2","0","","3","1.9715","1.9715","Redshifts match v1 grade=3","-","0","49.49","0.61","5.28","","15.9","-0.9","42.04","","","","","FITS   zfit   spl","",""
"j021720.64m051438.17","1","34.335999","-5.243935","glazebrook-v2_prism-clear_2565_9531.spec.fits","glazebrook-v2","0","","3","3.8195","3.8195","Redshifts match v1 grade=3","-","0","3.02","0.61","5.28","","0.5","-4.3","40.65","","","","","FITS   zfit   spl","",""
"j021719.44m051437.64","1","34.331008","-5.243789","glazebrook-v2_prism-clear_2565_9569.spec.fits","glazebrook-v2","0","","3","4.546","4.546","Redshifts match v1 grade=3","-","0","1.5","0.61","5.28","1","9.9","","41.81","42.2","","","","FITS   zfit   spl","",""
"j021711.58m051435.13","1","34.298246","-5.243093","glazebrook-v2_prism-clear_2565_9761.spec.fits","glazebrook-v2","0","","1","2.3167","2.3167","","-","0","1.15","0.61","5.28","","4.5","1.6","41.22","40.97","","","","FITS   zfit   spl","",""
"j021702.18m051434.54","1","34.259083","-5.242928","glazebrook-v2_prism-clear_2565_9810.spec.fits","glazebrook-v2","0","","1","2.9693","2.9693","","-","0","0.9","0.61","5.28","","","","","","","","","FITS   zfit   spl","",""
"j123612.65p621108.05","3","189.052695","62.185568","goodsn-wide0-v2_prism-clear_1211_1088.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","3.8685","3.8685","","-","0","2.04","0.61","5.28","","14.5","22.6","41.86","42.29","","","","FITS   zfit   spl","",""
"j123625.46p621431.40","7","189.106054","62.242049","goodsn-wide0-v2_prism-clear_1211_1268.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","10.6183","10.6183","","POe17  z=N/A","1","2.02","0.61","5.28","-2.4","","","","","","","","FITS   zfit   spl","",""
