"ra","dec","file","root","grade","zfit","z","comment","References","nRef","grating","filter","sn50","wmin","wmax","Lya","Ha","OIII","HST","NIRCam","slit","FITS","Fnu","Flam"
"3.617163","-30.425546","abell2744-glass-v1_g140h-f100lp_1324_10003.spec.fits","abell2744-glass-v1","1","2.7748","2.7748","","-","0","G140H","F100LP","2.34","1","1.48","","","","","","","FITS   zfit   spl","",""
"3.561516","-30.391528","abell2744-glass-v1_g140h-f100lp_1324_10016.spec.fits","abell2744-glass-v1","1","0.8595","0.8595","","-","0","G140H","F100LP","-0.83","0.98","1.88","","3.2","","","","","FITS   zfit   spl","",""
"3.608511","-30.418541","abell2744-glass-v1_g140h-f100lp_1324_10021.spec.fits","abell2744-glass-v1","1","0.5752","0.5752","","KNa23  z=7.286","1","G140H","F100LP","2.03","0.98","1.55","","5","","","","","FITS   zfit   spl","",""
"3.570643","-30.414638","abell2744-glass-v1_g140h-f100lp_1324_110000.spec.fits","abell2744-glass-v1","1","1.0528","1.0528","","KNa23  z=5.763","1","G140H","F100LP","2.43","0.98","1.82","","4.9","7.2","","","","FITS   zfit   spl","",""
"3.607978","-30.394815","abell2744-glass-v1_g140h-f100lp_1324_110004.spec.fits","abell2744-glass-v1","1","1.1809","1.1809","","-","0","G140H","F100LP","1.26","0.98","1.58","","3.7","","","","","FITS   zfit   spl","",""
"3.601582","-30.391484","abell2744-glass-v1_g140h-f100lp_1324_130007.spec.fits","abell2744-glass-v1","2","5.7083","5.7083","","DMa22  z=2.433","1","G140H","F100LP","3.47","0.98","1.63","","","","","","","FITS   zfit   spl","",""
"3.60253","-30.419232","abell2744-glass-v1_g140h-f100lp_1324_150008.spec.fits","abell2744-glass-v1","2","1.4047","1.4047","","KNa23  z=6.229","1","G140H","F100LP","1.63","0.98","1.59","","1.2","7.1","","","","FITS   zfit   spl","",""
"3.577166","-30.422576","abell2744-glass-v1_g140h-f100lp_1324_150029.spec.fits","abell2744-glass-v1","2","5.8704","5.8704","","YIs23  z=4.584 ;  KNa23  z=4.584","2","G140H","F100LP","2.74","0.98","1.77","","","","","","","FITS   zfit   spl","",""
"3.628197","-30.378407","abell2744-glass-v1_g140h-f100lp_1324_150030.spec.fits","abell2744-glass-v1","3","2.3235","2.3235","","-","0","G140H","F100LP","0.98","0.98","1.45","","","","","","","FITS   zfit   spl","",""
"3.580133","-30.429067","abell2744-glass-v1_g140h-f100lp_1324_160024.spec.fits","abell2744-glass-v1","1","2.9528","2.9528","","-","0","G140H","F100LP","1.77","0.98","1.74","","","","","","","FITS   zfit   spl","",""
"3.564902","-30.424957","abell2744-glass-v1_g140h-f100lp_1324_160122.spec.fits","abell2744-glass-v1","1","1.0146","1.0146","","KNa23  z=5.331","1","G140H","F100LP","-0.88","0.98","1.85","","-2.1","4.6","","","","FITS   zfit   spl","",""
"3.580275","-30.424404","abell2744-glass-v1_g140h-f100lp_1324_160133.spec.fits","abell2744-glass-v1","1","1.527","1.527","","KNa23  z=4.015 ;  YIs23  z=4.015","2","G140H","F100LP","0.86","0.98","1.74","","-3","7.8","","","","FITS   zfit   spl","",""
"3.611091","-30.378485","abell2744-glass-v1_g140h-f100lp_1324_160175.spec.fits","abell2744-glass-v1","1","0.3628","0.3628","","-","0","G140H","F100LP","1.7","0.98","1.57","","","","","","","FITS   zfit   spl","",""
"3.613191","-30.411679","abell2744-glass-v1_g140h-f100lp_1324_160248.spec.fits","abell2744-glass-v1","3","1.5706","3.052","","-","0","G140H","F100LP","2.21","0.98","1.52","","","0.4","","","","FITS   zfit   spl","",""
"3.617299","-30.409181","abell2744-glass-v1_g140h-f100lp_1324_160253.spec.fits","abell2744-glass-v1","1","0.8627","0.8627","","-","0","G140H","F100LP","0.88","0.98","1.5","","3.1","","","","","FITS   zfit   spl","",""
"3.581071","-30.428296","abell2744-glass-v1_g140h-f100lp_1324_160275.spec.fits","abell2744-glass-v1","0","2.5977","2.5977","","-","0","G140H","F100LP","-2.4","0.98","1.73","","","","","","","FITS   zfit   spl","",""
"3.572777","-30.423142","abell2744-glass-v1_g140h-f100lp_1324_160290.spec.fits","abell2744-glass-v1","0","3.5744","3.5744","","-","0","G140H","F100LP","-1.71","0.98","1.8","","","","","","","FITS   zfit   spl","",""
"3.621205","-30.388344","abell2744-glass-v1_g140h-f100lp_1324_160299.spec.fits","abell2744-glass-v1","1","4.8902","4.8902","","-","0","G140H","F100LP","1.91","1.01","1.49","","","","","","","FITS   zfit   spl","",""
"3.605202","-30.39538","abell2744-glass-v1_g140h-f100lp_1324_180009.spec.fits","abell2744-glass-v1","1","0.5417","0.5417","Absorption, continuum","DMa22  z=2.650","1","G140H","F100LP","5.05","0.98","1.6","","2.6","","","","","FITS   zfit   spl","",""
"3.571763","-30.380433","abell2744-glass-v1_g140h-f100lp_1324_20006.spec.fits","abell2744-glass-v1","3","1.6741","1.6741","","-","0","G140H","F100LP","2.37","0.98","1.85","","47.7","","","","","FITS   zfit   spl","",""
"3.570194","-30.383724","abell2744-glass-v1_g140h-f100lp_1324_20008.spec.fits","abell2744-glass-v1","3","1.863","1.863","","-","0","G140H","F100LP","10.31","0.98","1.86","","","54.1","","","","FITS   zfit   spl","",""
"3.576741","-30.393606","abell2744-glass-v1_g140h-f100lp_1324_20021.spec.fits","abell2744-glass-v1","3","1.3664","1.3664","booming lines","-","0","G140H","F100LP","9.68","0.98","1.8","","56.3","52.9","","","","FITS   zfit   spl","",""
"3.586965","-30.386999","abell2744-glass-v1_g140h-f100lp_1324_20025.spec.fits","abell2744-glass-v1","3","4.121","1.8626","","-","0","G140H","F100LP","1.8","0.98","1.74","","","","","","","FITS   zfit   spl","",""
"3.610363","-30.414991","abell2744-glass-v1_g140h-f100lp_1324_320023.spec.fits","abell2744-glass-v1","1","6.9764","6.9764","","-","0","G140H","F100LP","20.55","0.98","1.54","","","","","","","FITS   zfit   spl","",""
"3.573612","-30.427573","abell2744-glass-v1_g140h-f100lp_1324_320027.spec.fits","abell2744-glass-v1","3","1.6877","1.6877","","-","0","G140H","F100LP","12.13","0.98","1.79","","60","13.6","","","","FITS   zfit   spl","",""
"3.580665","-30.385737","abell2744-glass-v1_g140h-f100lp_1324_320085.spec.fits","abell2744-glass-v1","1","0.8588","0.8588","","-","0","G140H","F100LP","108.61","0.98","1.78","","1.1","","","","","FITS   zfit   spl","",""
"3.581209","-30.421064","abell2744-glass-v1_g140h-f100lp_1324_320106.spec.fits","abell2744-glass-v1","3","2.5079","2.5079","","-","0","G140H","F100LP","4.09","0.98","1.74","","","","","","","FITS   zfit   spl","",""
"3.622048","-30.391351","abell2744-glass-v1_g140h-f100lp_1324_340006.spec.fits","abell2744-glass-v1","2","3.7987","3.7987","","-","0","G140H","F100LP","2.14","1","1.48","","","","","","","FITS   zfit   spl","",""
"3.566127","-30.390367","abell2744-glass-v1_g140h-f100lp_1324_340013.spec.fits","abell2744-glass-v1","1","2.1245","2.1245","","-","0","G140H","F100LP","0.8","0.98","1.88","","","6","","","","FITS   zfit   spl","",""
"3.573222","-30.379807","abell2744-glass-v1_g140h-f100lp_1324_340055.spec.fits","abell2744-glass-v1","1","2.646","2.646","","-","0","G140H","F100LP","-1.04","0.98","1.84","","","3.5","","","","FITS   zfit   spl","",""
"3.627982","-30.387706","abell2744-glass-v1_g140h-f100lp_1324_340108.spec.fits","abell2744-glass-v1","1","0.3893","0.3893",";","-","0","G140H","F100LP","2.05","0.98","1.44","","","","","","","FITS   zfit   spl","",""
"3.57203","-30.378946","abell2744-glass-v1_g140h-f100lp_1324_340165.spec.fits","abell2744-glass-v1","2","1.999","1.999","","-","0","G140H","F100LP","2.2","0.98","1.85","","","-0.1","","","","FITS   zfit   spl","",""
"3.626615","-30.397567","abell2744-glass-v1_g140h-f100lp_1324_340248.spec.fits","abell2744-glass-v1","1","0.9963","0.9963","","-","0","G140H","F100LP","0.83","0.98","1.44","","6.6","-0.4","","","","FITS   zfit   spl","",""
"3.62326","-30.396867","abell2744-glass-v1_g140h-f100lp_1324_340388.spec.fits","abell2744-glass-v1","1","0.9482","0.9482","","-","0","G140H","F100LP","4.64","0.99","1.47","","5.7","","","","","FITS   zfit   spl","",""
"3.61828","-30.383056","abell2744-glass-v1_g140h-f100lp_1324_340712.spec.fits","abell2744-glass-v1","1","3.0324","3.0324","","-","0","G140H","F100LP","1.02","0.98","1.51","","","","","","","FITS   zfit   spl","",""
"3.621245","-30.375797","abell2744-glass-v1_g140h-f100lp_1324_340852.spec.fits","abell2744-glass-v1","2","0.9609","0.9609",";","-","0","G140H","F100LP","0.99","0.98","1.5","","24.3","","","","","FITS   zfit   spl","",""
"3.565956","-30.377834","abell2744-glass-v1_g140h-f100lp_1324_340890.spec.fits","abell2744-glass-v1","1","7.9557","7.9557","","-","0","G140H","F100LP","0.3","0.98","1.88","4.6","","","","","","FITS   zfit   spl","",""
"3.566307","-30.378433","abell2744-glass-v1_g140h-f100lp_1324_340899.spec.fits","abell2744-glass-v1","3","0.5456","2.3436","strong lines","-","0","G140H","F100LP","1.12","0.98","1.88","","1.6","","","","","FITS   zfit   spl","",""
"3.60502","-30.37596","abell2744-glass-v1_g140h-f100lp_1324_340920.spec.fits","abell2744-glass-v1","2","3.647","2.4885","","-","0","G140H","F100LP","2.14","0.98","1.62","","","","","","","FITS   zfit   spl","",""
"3.605068","-30.376649","abell2744-glass-v1_g140h-f100lp_1324_340935.spec.fits","abell2744-glass-v1","3","3.7421","1.6509","Strong lines","-","0","G140H","F100LP","1.9","0.98","1.61","","","","","","","FITS   zfit   spl","",""
"3.574643","-30.410305","abell2744-glass-v1_g140h-f100lp_1324_341137.spec.fits","abell2744-glass-v1","1","1.043","1.043","","-","0","G140H","F100LP","1.84","0.98","1.8","","9.8","8.1","","","","FITS   zfit   spl","",""
"3.582745","-30.408011","abell2744-glass-v1_g140h-f100lp_1324_341269.spec.fits","abell2744-glass-v1","1","2.6645","2.6645","","-","0","G140H","F100LP","0.21","0.98","1.75","","","","","","","FITS   zfit   spl","",""
"3.574031","-30.384989","abell2744-glass-v1_g140h-f100lp_1324_341439.spec.fits","abell2744-glass-v1","1","2.4081","2.4081","","-","0","G140H","F100LP","1.53","0.98","1.83","","","6.6","","","","FITS   zfit   spl","",""
"3.569952","-30.396133","abell2744-glass-v1_g140h-f100lp_1324_341568.spec.fits","abell2744-glass-v1","1","3.8424","3.8424","","-","0","G140H","F100LP","0.23","0.98","1.85","","","","","","","FITS   zfit   spl","",""
"3.571142","-30.392386","abell2744-glass-v1_g140h-f100lp_1324_341591.spec.fits","abell2744-glass-v1","1","0.6775","0.6775","continuum","-","0","G140H","F100LP","3","0.98","1.85","","-0.7","","","","","FITS   zfit   spl","",""
"3.561207","-30.419821","abell2744-glass-v1_g140h-f100lp_1324_341691.spec.fits","abell2744-glass-v1","3","2.3712","2.3712","","-","0","G140H","F100LP","1.14","0.98","1.88","","","31.4","","","","FITS   zfit   spl","",""
"3.575956","-30.41967","abell2744-glass-v1_g140h-f100lp_1324_341693.spec.fits","abell2744-glass-v1","1","1.1093","1.1093","","-","0","G140H","F100LP","4.73","0.98","1.78","","-0.4","9.6","","","","FITS   zfit   spl","",""
"3.564729","-30.418359","abell2744-glass-v1_g140h-f100lp_1324_341712.spec.fits","abell2744-glass-v1","1","3.4212","3.4212","","-","0","G140H","F100LP","2.27","0.98","1.86","","","","","","","FITS   zfit   spl","",""
"3.562783","-30.417201","abell2744-glass-v1_g140h-f100lp_1324_341715.spec.fits","abell2744-glass-v1","3","1.2024","1.2024","","-","0","G140H","F100LP","1.82","0.98","1.88","","17.8","19.4","","","","FITS   zfit   spl","",""
"3.562174","-30.416355","abell2744-glass-v1_g140h-f100lp_1324_341721.spec.fits","abell2744-glass-v1","3","0.839","0.839","","-","0","G140H","F100LP","3.87","0.98","1.88","","36.1","","","","","FITS   zfit   spl","",""
"3.61859","-30.416898","abell2744-glass-v1_g140h-f100lp_1324_341722.spec.fits","abell2744-glass-v1","3","1.2714","1.034","","-","0","G140H","F100LP","5.02","1","1.48","","","-2.1","","","","FITS   zfit   spl","",""
"3.566173","-30.417798","abell2744-glass-v1_g140h-f100lp_1324_341738.spec.fits","abell2744-glass-v1","2","0.9768","0.9768","","-","0","G140H","F100LP","0.95","0.98","1.85","","11.1","1.1","","","","FITS   zfit   spl","",""
"3.61673","-30.417687","abell2744-glass-v1_g140h-f100lp_1324_341742.spec.fits","abell2744-glass-v1","3","2.5619","2.5606","","-","0","G140H","F100LP","3.28","1.01","1.49","","","","","","","FITS   zfit   spl","",""
"3.622671","-30.421886","abell2744-glass-v1_g140h-f100lp_1324_341764.spec.fits","abell2744-glass-v1","2","8.8889","8.8889","","-","0","G140H","F100LP","0.46","0.98","1.45","17.9","","","","","","FITS   zfit   spl","",""
"3.572353","-30.421587","abell2744-glass-v1_g140h-f100lp_1324_341802.spec.fits","abell2744-glass-v1","1","3.2914","3.2914","","-","0","G140H","F100LP","4.72","0.98","1.8","","","","","","","FITS   zfit   spl","",""
"3.61729","-30.420512","abell2744-glass-v1_g140h-f100lp_1324_341805.spec.fits","abell2744-glass-v1","1","2.6708","2.6708","","-","0","G140H","F100LP","4.1","1.01","1.49","","","","","","","FITS   zfit   spl","",""
"3.603912","-30.42098","abell2744-glass-v1_g140h-f100lp_1324_341835.spec.fits","abell2744-glass-v1","1","3.1593","3.1593","","-","0","G140H","F100LP","1.48","0.98","1.58","","","","","","","FITS   zfit   spl","",""
"3.569946","-30.381369","abell2744-glass-v1_g140h-f100lp_1324_341905.spec.fits","abell2744-glass-v1","1","0.7549","0.7549","","-","0","G140H","F100LP","1.34","0.98","1.87","","-0.1","","","","","FITS   zfit   spl","",""
"3.623069","-30.412543","abell2744-glass-v1_g140h-f100lp_1324_342003.spec.fits","abell2744-glass-v1","1","1.1135","1.1135","","-","0","G140H","F100LP","2.05","0.98","1.45","","5.7","-1.3","","","","FITS   zfit   spl","",""
"3.622582","-30.413762","abell2744-glass-v1_g140h-f100lp_1324_342014.spec.fits","abell2744-glass-v1","1","0.5976","0.5976","","-","0","G140H","F100LP","3.49","0.98","1.45","","5.2","","","","","FITS   zfit   spl","",""
"3.61455","-30.423255","abell2744-glass-v1_g140h-f100lp_1324_342028.spec.fits","abell2744-glass-v1","2","3.4036","3.4036","","-","0","G140H","F100LP","2.76","0.98","1.5","","","","","","","FITS   zfit   spl","",""
"3.576269","-30.426576","abell2744-glass-v1_g140h-f100lp_1324_342241.spec.fits","abell2744-glass-v1","1","3.6014","3.6014","","-","0","G140H","F100LP","1.73","0.98","1.77","","","","","","","FITS   zfit   spl","",""
"3.621656","-30.42529","abell2744-glass-v1_g140h-f100lp_1324_342254.spec.fits","abell2744-glass-v1","1","0.8243","0.8243","","-","0","G140H","F100LP","1.27","0.98","1.45","","5.9","","","","","FITS   zfit   spl","",""
"3.616698","-30.423934","abell2744-glass-v1_g140h-f100lp_1324_342262.spec.fits","abell2744-glass-v1","3","1.3876","1.1379","","-","0","G140H","F100LP","1.7","1.01","1.49","","","-4.1","","","","FITS   zfit   spl","",""
"3.580655","-30.430553","abell2744-glass-v1_g140h-f100lp_1324_342307.spec.fits","abell2744-glass-v1","1","0.5282","0.5282",";","-","0","G140H","F100LP","4.34","0.98","1.73","","4.1","","","","","FITS   zfit   spl","",""
"3.615459","-30.431746","abell2744-glass-v1_g140h-f100lp_1324_342320.spec.fits","abell2744-glass-v1","2","0.3518","0.3518","","-","0","G140H","F100LP","0.05","1.01","1.49","","","","","","","FITS   zfit   spl","",""
"3.619053","-30.431629","abell2744-glass-v1_g140h-f100lp_1324_342321.spec.fits","abell2744-glass-v1","3","2.7112","2.7101","","-","0","G140H","F100LP","4.99","0.98","1.46","","","","","","","FITS   zfit   spl","",""
"3.61958","-30.429117","abell2744-glass-v1_g140h-f100lp_1324_342371.spec.fits","abell2744-glass-v1","3","2.5835","2.5823","","-","0","G140H","F100LP","5.28","0.98","1.46","","","","","","","FITS   zfit   spl","",""
"3.577464","-30.410948","abell2744-glass-v1_g140h-f100lp_1324_360007.spec.fits","abell2744-glass-v1","2","2.1312","2.1312","","-","0","G140H","F100LP","1.91","0.98","1.78","","","13.3","","","","FITS   zfit   spl","",""
"3.600593","-30.410271","abell2744-glass-v1_g140h-f100lp_1324_400009.spec.fits","abell2744-glass-v1","2","1.5256","1.5256","","-","0","G140H","F100LP","1.16","0.98","1.62","","","-3.3","","","","FITS   zfit   spl","",""
"3.583679","-30.425088","abell2744-glass-v1_g140h-f100lp_1324_40046.spec.fits","abell2744-glass-v1","1","1.4877","1.4877","","-","0","G140H","F100LP","-0.24","0.98","1.72","","1.6","6.5","","","","FITS   zfit   spl","",""
"3.579843","-30.426287","abell2744-glass-v1_g140h-f100lp_1324_40050.spec.fits","abell2744-glass-v1","1","0.3716","0.3716",";","-","0","G140H","F100LP","0.46","0.98","1.74","","","","","","","FITS   zfit   spl","",""
"3.607889","-30.426455","abell2744-glass-v1_g140h-f100lp_1324_40053.spec.fits","abell2744-glass-v1","1","0.8156","0.8156","","-","0","G140H","F100LP","1.38","0.98","1.55","","2.4","","","","","FITS   zfit   spl","",""
"3.569485","-30.427003","abell2744-glass-v1_g140h-f100lp_1324_40054.spec.fits","abell2744-glass-v1","3","2.5795","2.5795","","-","0","G140H","F100LP","3.45","0.98","1.82","","","32.4","","","","FITS   zfit   spl","",""
"3.618671","-30.427457","abell2744-glass-v1_g140h-f100lp_1324_40055.spec.fits","abell2744-glass-v1","1","0.8156","0.8156","","-","0","G140H","F100LP","-0.55","0.99","1.47","","9.4","","","","","FITS   zfit   spl","",""
"3.61687","-30.422876","abell2744-glass-v1_g140h-f100lp_1324_40056.spec.fits","abell2744-glass-v1","1","0.9144","0.9144","","-","0","G140H","F100LP","3.86","1.01","1.49","","4.2","","","","","FITS   zfit   spl","",""
"3.618429","-30.428612","abell2744-glass-v1_g140h-f100lp_1324_40059.spec.fits","abell2744-glass-v1","1","1.2737","1.2737","","-","0","G140H","F100LP","0.44","0.99","1.47","","","-1","","","","FITS   zfit   spl","",""
"3.585611","-30.430035","abell2744-glass-v1_g140h-f100lp_1324_40062.spec.fits","abell2744-glass-v1","1","1.0841","1.0841","","-","0","G140H","F100LP","4.42","0.98","1.7","","7.1","-1.6","","","","FITS   zfit   spl","",""
"3.599716","-30.431895","abell2744-glass-v1_g140h-f100lp_1324_40066.spec.fits","abell2744-glass-v1","1","0.4325","0.4325",";","KNa23  z=4.020","1","G140H","F100LP","3.2","0.98","1.6","","","","","","","FITS   zfit   spl","",""
"3.575522","-30.413998","abell2744-glass-v1_g140h-f100lp_1324_40081.spec.fits","abell2744-glass-v1","1","3.5577","3.5577","","-","0","G140H","F100LP","0.71","0.98","1.79","","","","","","","FITS   zfit   spl","",""
"3.624002","-30.418384","abell2744-glass-v1_g140h-f100lp_1324_40093.spec.fits","abell2744-glass-v1","1","1.2744","1.2744","","-","0","G140H","F100LP","3.26","0.98","1.44","","","5.3","","","","FITS   zfit   spl","",""
"3.604914","-30.418699","abell2744-glass-v1_g140h-f100lp_1324_40094.spec.fits","abell2744-glass-v1","2","3.8963","2.6751","","-","0","G140H","F100LP","1.24","0.98","1.58","","","","","","","FITS   zfit   spl","",""
"3.569462","-30.390976","abell2744-glass-v1_g140h-f100lp_1324_40097.spec.fits","abell2744-glass-v1","1","3.7984","3.7984","","-","0","G140H","F100LP","-1.88","0.98","1.86","","","","","","","FITS   zfit   spl","",""
"3.574076","-30.375195","abell2744-glass-v1_g140h-f100lp_1324_40102.spec.fits","abell2744-glass-v1","1","3.0936","3.0936","","-","0","G140H","F100LP","2.49","0.98","1.84","","","","","","","FITS   zfit   spl","",""
"3.573195","-30.37579","abell2744-glass-v1_g140h-f100lp_1324_40105.spec.fits","abell2744-glass-v1","1","0.9374","0.9374","","-","0","G140H","F100LP","0.4","0.98","1.85","","-2.2","","","","","FITS   zfit   spl","",""
"3.565554","-30.377313","abell2744-glass-v1_g140h-f100lp_1324_40107.spec.fits","abell2744-glass-v1","1","0.7798","0.7798","","-","0","G140H","F100LP","0.97","0.98","1.88","","1.7","","","","","FITS   zfit   spl","",""
"3.601685","-30.383407","abell2744-glass-v1_g140h-f100lp_1324_40120.spec.fits","abell2744-glass-v1","1","0.5208","0.5208",";","-","0","G140H","F100LP","0.27","0.98","1.63","","5.8","","","","","FITS   zfit   spl","",""
"3.629019","-30.386907","abell2744-glass-v1_g140h-f100lp_1324_40186.spec.fits","abell2744-glass-v1","1","1.4238","1.4238","","-","0","G140H","F100LP","-5.58","0.98","1.43","","","0.2","","","","FITS   zfit   spl","",""
"3.616541","-30.424521","abell2744-glass-v1_g140h-f100lp_1324_40202.spec.fits","abell2744-glass-v1","1","2.6406","2.6406","","-","0","G140H","F100LP","2.63","1.01","1.49","","","","","","","FITS   zfit   spl","",""
"3.604391","-30.384938","abell2744-glass-v1_g140h-f100lp_1324_410001.spec.fits","abell2744-glass-v1","3","3.4127","0.2958","Strong lines + continuum;","-","0","G140H","F100LP","27.32","0.98","1.61","","","","","","","FITS   zfit   spl","",""
"3.604641","-30.392457","abell2744-glass-v1_g140h-f100lp_1324_410005.spec.fits","abell2744-glass-v1","1","0.9984","0.9984","","-","0","G140H","F100LP","0.55","0.98","1.6","","6.5","0","","","","FITS   zfit   spl","",""
